V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12
1.0,2,20.0,3,5.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,2.0,4.0,4.0,0,2.0,1.5,5.0,0.0,2,1,0,1,0,0,0,0,0,0,0,0,0
0.0,2,20.0,2,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,1.0,1.0,1,7.0,5.0,4.0,1.0,2,0,0,0,0,0,0,0,0,0,1,0,0
1.0,3,20.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,0,2.0,2.0,4.0,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0
0.0,2,20.0,2,5.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,3.0,1.0,1,3.0,1.5,6.0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0
0.0,3,30.0,4,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,2.0,2.0,1,2.0,1.5,2.0,1.0,2,1,0,0,0,0,0,0,0,0,0,0,1
0.0,2,20.0,1,5.0,4.0,3.0,3.0,4.0,5.0,3.0,2.0,4.0,2.0,2.0,1,4.0,1.5,3.0,1.0,2,1,0,0,1,1,0,0,1,0,0,0,0
0.0,1,20.0,3,5.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,1,2.0,1.5,1.0,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0
1.0,3,30.0,3,5.0,5.0,4.0,4.0,5.0,4.0,4.0,1.0,5.0,3.0,5.0,0,2.0,1.5,3.0,0.0,2,1,1,0,1,1,0,1,0,0,0,0,1
0.0,3,20.0,3,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,0,2.0,1.5,3.0,0.0,2,1,1,0,0,1,0,0,0,0,0,0,1
2.0,2,30.0,3,4.0,5.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,2.0,5.0,0,2.0,1.5,4.0,0.0,2,0,0,0,0,0,0,1,0,0,0,0,1
0.0,2,15.0,3,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,0,1.0,1.5,4.0,1.0,2,1,0,0,1,0,0,0,0,0,0,0,1
0.0,3,15.0,1,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,0,5.0,3.0,2.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.0,0,15.0,0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,1.0,0,2.0,1.5,1.0,0.0,2,1,0,0,1,0,0,0,0,0,1,0,1
0.0,2,20.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,2.0,1,3.0,1.5,3.0,1.0,2,1,1,0,0,0,0,0,0,0,1,0,0
1.0,2,30.0,1,5.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,2.0,1.0,1,3.0,3.0,4.0,1.0,2,1,0,0,0,0,0,0,0,1,0,0,0
1.0,3,15.0,1,5.0,5.0,3.0,5.0,5.0,3.0,4.0,3.0,3.0,1.0,1.0,0,5.0,2.0,2.0,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0
0.0,2,20.0,2,5.0,5.0,4.0,5.0,5.0,4.0,4.0,2.0,3.0,1.0,1.0,1,4.0,2.0,5.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0
0.0,2,20.0,2,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,4.0,4.0,1,4.0,2.0,4.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0
1.0,2,20.0,2,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,0,8.0,2.0,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.0,2,15.0,2,5.0,5.0,3.0,5.0,5.0,5.0,5.0,2.0,3.0,1.0,1.0,0,3.0,1.5,4.0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0
4.0,2,20.0,3,5.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,1,6.0,2.0,4.0,1.0,1,1,0,1,1,0,0,0,1,0,0,0,1
0.0,0,15.0,2,5.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,3.0,4.0,3.0,1,1.0,1.0,3.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0
0.0,3,20.0,3,5.0,5.0,3.0,4.0,5.0,3.0,4.0,2.0,4.0,3.0,2.0,1,3.0,2.0,4.0,1.0,2,1,0,0,0,0,0,0,0,0,1,0,1
3.0,2,15.0,2,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,1,1.0,1.0,2.0,0.0,2,0,0,0,0,0,0,0,0,1,0,0,0
1.0,3,20.0,2,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,1,3.0,1.0,2.0,1.0,2,1,0,0,0,0,0,0,0,1,0,0,0
3.0,1,30.0,2,5.0,5.0,4.0,5.0,4.0,1.0,5.0,3.0,3.0,2.0,2.0,1,1.0,1.0,1.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0
4.0,2,15.0,1,5.0,5.0,4.0,5.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0,0,1.0,1.0,1.0,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0
1.0,2,15.0,1,2.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,0,1.0,0.0,1.0,0.0,2,1,0,0,0,0,0,0,0,1,0,0,1
4.0,2,20.0,2,5.0,4.0,4.0,2.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,0,1.0,0.0,2.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0
0.0,2,15.0,2,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,1,8.0,1.5,3.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0
3.0,3,30.0,3,5.0,5.0,4.0,5.0,4.0,5.0,2.0,3.0,3.0,4.0,2.0,1,1.0,1.0,2.0,1.0,2,0,0,0,0,0,0,0,0,1,0,0,0
0.0,3,15.0,2,5.0,4.0,3.0,2.0,1.0,5.0,2.0,4.0,4.0,4.0,4.0,1,3.0,5.0,1.0,0.0,1,0,0,0,0,0,0,1,1,0,0,1,0
4.0,2,20.0,2,5.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,0,2.0,1.0,1.0,0.0,2,0,0,0,1,0,0,0,0,0,0,0,0
1.0,2,15.0,2,5.0,5.0,2.0,4.0,5.0,4.0,3.0,2.0,3.0,1.0,1.0,0,1.0,1.0,1.0,0.0,2,0,0,0,0,0,0,0,0,1,0,0,0
2.0,2,15.0,0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,0,1.0,0.0,1.0,0.0,2,1,0,0,0,0,0,0,0,1,0,0,1
3.0,3,15.0,2,4.0,5.0,1.0,5.0,4.0,5.0,3.0,3.0,2.0,2.0,1.0,0,1.0,0.0,2.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0
2.0,3,15.0,2,5.0,5.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,0,1.0,0.0,1.0,0.0,2,1,0,0,0,0,0,0,0,1,0,0,1
2.0,3,15.0,2,5.0,5.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,2.0,1.0,1,2.0,1.0,3.0,1.0,2,1,0,0,1,0,0,0,0,1,0,0,0
1.0,2,15.0,2,5.0,5.0,1.0,4.0,5.0,4.0,2.0,1.0,4.0,4.0,1.0,0,4.0,1.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0,30.0,3,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,1,2.0,1.0,1.0,1.0,2,0,0,0,0,0,0,0,0,1,0,0,1
0.0,4,20.0,3,4.0,5.0,2.0,5.0,5.0,5.0,1.0,5.0,4.0,4.0,5.0,1,1.0,0.0,2.0,0.0,2,1,0,0,1,0,0,0,0,1,1,1,1
0.0,4,30.0,3,4.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,0,1.0,1.0,3.0,0.0,2,0,0,0,1,0,0,0,0,0,0,1,0
0.0,4,20.0,2,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0
0.0,1,15.0,3,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,0,1.0,1.0,1.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0
0.0,4,15.0,1,5.0,3.0,3.0,4.0,5.0,4.0,2.0,4.0,3.0,1.0,1.0,1,1.0,1.5,1.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0
0.0,2,15.0,2,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,3.0,1.0,0,1.0,1.0,3.0,0.0,2,1,0,0,1,0,0,0,0,1,0,0,0
1.0,2,15.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,1,1.0,0.0,1.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2,30.0,3,5.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,1,2.0,1.0,2.0,1.0,2,1,0,0,1,0,0,0,0,1,0,0,1
0.0,4,15.0,3,5.0,5.0,1.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,1,1.0,1.0,1.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,1
4.0,0,15.0,1,4.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,1,1.0,1.0,2.0,0.0,2,1,0,0,0,0,0,0,0,1,0,1,1
4.0,0,15.0,1,5.0,5.0,2.0,4.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,0,1.0,1.0,1.0,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0
2.0,2,20.0,2,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,1,1.0,1.0,1.0,0.0,2,1,0,0,0,0,0,0,0,1,0,0,1
0.0,2,20.0,2,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,0,1.0,1.0,1.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0
2.0,2,15.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,0,1.0,1.0,2.0,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0
0.0,2,20.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,1,1.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2,15.0,1,5.0,5.0,3.0,5.0,4.0,5.0,5.0,1.0,5.0,3.0,4.0,0,1.0,1.0,1.0,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0
3.0,3,50.0,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,1.0,1,1.0,1.0,1.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0
3.0,3,50.0,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,1,1.0,1.0,1.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0
0.0,2,20.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,3.0,0,8.0,2.0,2.0,0.0,2,1,1,0,1,0,0,0,0,0,0,0,1
1.0,3,30.0,3,5.0,5.0,4.0,4.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,0,3.0,2.0,4.0,1.0,2,0,1,1,1,1,0,0,0,0,1,0,1
1.0,2,20.0,3,5.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,1,2.0,1.5,3.0,0.0,2,1,1,0,0,0,0,0,0,0,0,0,1
0.0,2,20.0,4,5.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,5.0,3.0,2.0,1,2.0,1.5,5.0,1.0,2,1,1,1,0,0,0,0,0,0,0,0,1
1.0,2,20.0,2,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,1,2.0,1.5,3.0,1.0,2,1,1,0,1,0,0,0,0,0,0,0,1
0.0,2,15.0,1,5.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,2.0,1.0,0,4.0,2.0,2.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0
2.0,2,20.0,2,5.0,4.0,1.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,1,2.0,1.5,6.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0
0.0,2,15.0,3,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,2.0,4.0,1,2.0,1.5,3.0,1.0,2,1,0,0,0,0,0,0,0,1,0,0,1
0.0,2,15.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,1,2.0,2.0,3.0,1.0,2,0,1,0,1,1,1,1,0,0,0,1,0
0.0,2,20.0,1,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,1.0,1.0,1,4.0,4.0,5.0,1.0,1,1,1,0,0,0,0,1,1,1,1,1,0
1.0,2,20.0,2,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0,2.0,1,2.0,1.5,5.0,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0
0.0,2,30.0,3,5.0,5.0,4.0,5.0,5.0,4.0,2.0,5.0,2.0,1.0,5.0,0,1.0,1.5,5.0,1.0,2,0,1,0,0,0,0,0,0,0,0,0,1
0.0,2,20.0,3,5.0,5.0,4.0,4.0,5.0,5.0,4.0,2.0,5.0,2.0,3.0,0,5.0,3.0,2.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0
0.0,1,15.0,2,4.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,1,2.0,1.5,6.0,1.0,2,1,0,0,0,0,0,0,0,1,0,0,0
0.0,3,15.0,2,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,1,2.0,1.5,4.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0
0.0,3,15.0,2,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,1,2.0,1.5,4.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2,40.0,3,5.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,5.0,1,2.0,1.5,4.0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,1
1.0,2,20.0,2,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,1.0,3.0,0,4.0,1.5,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,1,0
1.0,2,30.0,3,5.0,5.0,4.0,5.0,3.0,2.0,2.0,2.0,5.0,2.0,4.0,0,2.0,1.5,6.0,0.0,2,1,1,0,1,0,0,0,0,0,0,0,0
1.0,2,20.0,2,5.0,5.0,3.0,5.0,5.0,5.0,5.0,2.0,3.0,4.0,2.0,0,2.0,1.5,5.0,1.0,2,0,1,1,0,0,0,0,0,1,0,0,1
0.0,2,20.0,3,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,4.0,1,2.0,1.5,6.0,0.0,2,1,1,1,0,0,0,0,0,1,0,0,1
0.0,2,30.0,1,5.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,1,7.0,1.0,3.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0
0.0,2,40.0,1,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,1,7.0,1.0,2.0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0
0.0,2,40.0,1,5.0,5.0,1.0,3.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,0,5.0,1.0,2.0,1.0,1,1,1,0,1,0,0,0,0,1,0,0,1
4.0,2,40.0,2,5.0,5.0,4.0,2.0,5.0,5.0,4.0,2.0,3.0,2.0,2.0,1,2.0,1.0,2.0,1.0,2,1,1,1,1,1,0,0,0,1,0,0,1
0.0,2,15.0,1,5.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,0,2.0,1.0,1.0,1.0,2,1,0,0,1,0,0,0,0,1,0,1,1
0.0,2,20.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,2.0,3.0,0,1.0,1.5,3.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0,15.0,1,5.0,5.0,1.0,2.0,4.0,5.0,2.0,2.0,4.0,4.0,3.0,1,2.0,1.5,3.0,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0
0.0,0,15.0,1,5.0,5.0,1.0,2.0,4.0,5.0,2.0,2.0,4.0,4.0,3.0,1,3.0,1.0,2.0,1.0,2,1,0,0,0,0,0,0,0,0,0,0,0
0.0,2,15.0,1,5.0,5.0,3.0,4.0,5.0,5.0,5.0,2.0,4.0,1.0,1.0,1,1.0,1.0,1.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0
2.0,2,30.0,1,5.0,5.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,2.0,4.0,0,1.0,1.0,1.0,1.0,2,0,0,0,1,0,0,0,0,0,0,0,0
0.0,2,30.0,3,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,0,2.0,4.0,3.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0
3.0,2,15.0,1,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,2.0,0,1.0,1.0,3.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0
0.0,2,20.0,2,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,3.0,1.0,1.0,1,2.0,1.5,1.0,1.0,2,1,1,0,0,0,0,0,0,0,0,0,1
1.0,2,15.0,1,5.0,5.0,4.0,4.0,5.0,4.0,2.0,3.0,2.0,2.0,4.0,0,1.0,1.0,1.0,0.0,2,1,1,0,0,0,0,0,0,1,0,0,1
0.0,0,20.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,4.0,1,1.0,1.5,2.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0
3.0,0,15.0,2,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,0,2.0,1.0,3.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0
0.0,2,30.0,3,4.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,1,2.0,1.0,1.0,0.0,2,1,0,0,0,0,1,0,0,0,0,1,0
0.0,1,15.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,1,1.0,1.0,1.0,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0
0.0,1,15.0,1,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,1,1.0,0.0,2.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0
0.0,2,20.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,1,1.0,1.0,4.0,1.0,2,0,0,1,0,0,0,0,0,0,0,0,0
3.0,2,30.0,3,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.0,1,1.0,0.0,2.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1,30.0,3,4.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0,4.0,2.0,2.0,1.0,1,1,0,0,0,0,0,0,0,0,0,1,0
0.0,3,15.0,1,5.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,1.0,1,1.0,0.0,1.0,0.0,2,0,0,0,0,0,0,0,0,0,1,0,0
