V1,D1,V2,V3,D2,D3,D4,V4,D5,D6,V5,D7,D8,V6,label
1.0,105,0.875,2.0,3,3,9,0.0,1,2,1.0,1,59,4.0,0.0
0.0,17,9.0,2.0,5,3,33,1.0,0,0,1.0,1,0,1.0,1.0
1.0,46,1.085,2.0,10,3,36,0.0,0,0,0.0,1,33,8.0,0.0
1.0,164,16.165,2.0,1,3,64,1.0,1,9,0.0,1,86,731.0,1.0
0.0,324,2.0,2.0,0,0,98,0.0,1,1,0.0,1,0,11.0,0.0
1.0,331,1.54,2.0,10,3,3,1.0,0,0,1.0,1,91,1.0,1.0
0.0,339,14.0,2.0,0,0,0,1.0,1,11,1.0,1,0,1401.0,1.0
1.0,147,1.04,1.0,2,4,13,1.0,1,10,1.0,1,42,29.0,0.0
1.0,288,6.5,2.0,10,6,95,1.0,0,0,1.0,1,113,1.0,1.0
0.0,82,11.5,1.0,3,6,64,0.0,0,0,1.0,1,2,17.0,0.0
1.0,43,9.25,2.0,7,3,40,1.0,1,3,1.0,1,10,29.0,1.0
1.0,284,7.625,2.0,8,6,126,1.0,1,12,0.0,1,0,791.0,1.0
1.0,78,1.5,2.0,10,3,54,1.0,1,3,1.0,1,0,583.0,1.0
1.0,171,14.0,1.0,0,0,0,0.0,1,2,0.0,1,52,2.0,0.0
1.0,183,0.335,1.0,12,3,2,0.0,0,0,0.0,1,62,1.0,0.0
1.0,82,0.46,1.0,8,3,60,1.0,1,6,1.0,1,71,348.0,0.0
1.0,11,0.335,1.0,3,3,7,0.0,0,0,0.0,0,68,1.0,0.0
0.0,50,8.5,2.0,7,3,4,0.0,0,0,0.0,1,0,352.0,0.0
0.0,333,16.5,2.0,10,3,116,1.0,0,0,1.0,1,3,10562.0,1.0
1.0,162,5.0,1.0,5,3,109,1.0,0,0,0.0,1,0,1.0,0.0
0.0,94,12.33,2.0,12,6,72,1.0,1,6,0.0,1,130,459.0,1.0
1.0,57,9.75,2.0,7,3,6,1.0,0,0,0.0,1,44,1.0,0.0
1.0,46,0.0,2.0,7,3,0,0.0,0,0,0.0,2,64,1.0,0.0
0.0,97,13.5,1.0,0,0,46,0.0,1,1,1.0,1,68,2.0,0.0
1.0,258,4.625,2.0,10,3,81,1.0,0,0,0.0,0,0,1.0,1.0
1.0,113,1.75,1.0,7,3,25,1.0,1,5,1.0,1,52,5778.0,1.0
1.0,325,7.04,2.0,6,3,123,1.0,1,6,1.0,1,116,1333.0,1.0
1.0,315,11.5,2.0,0,0,84,1.0,1,5,0.0,1,0,8852.0,1.0
1.0,298,10.0,2.0,2,4,0,1.0,1,11,0.0,1,0,1250.0,1.0
1.0,236,0.5,2.0,6,3,6,1.0,0,0,0.0,0,98,1.0,0.0
1.0,122,2.04,1.0,5,3,46,1.0,1,3,1.0,1,119,561.0,1.0
1.0,148,6.5,2.0,12,3,67,1.0,1,8,0.0,1,108,1201.0,1.0
1.0,301,2.04,1.0,0,0,36,0.0,0,0,0.0,1,37,2.0,0.0
0.0,94,11.0,1.0,5,3,80,1.0,0,0,0.0,1,37,1.0,0.0
1.0,142,0.75,1.0,7,3,1,0.0,0,0,0.0,1,85,1.0,0.0
0.0,184,0.375,2.0,12,3,9,0.0,0,0,0.0,1,101,45.0,1.0
1.0,103,0.75,2.0,7,4,6,1.0,0,0,0.0,1,112,24.0,1.0
0.0,134,1.04,2.0,7,3,57,1.0,1,5,1.0,1,101,1431.0,1.0
0.0,22,0.375,3.0,12,0,114,0.0,0,0,1.0,0,101,1.0,1.0
1.0,46,7.0,2.0,7,3,39,1.0,1,3,0.0,1,68,1392.0,1.0
1.0,16,22.0,3.0,0,5,0,0.0,0,0,1.0,2,142,100001.0,1.0
1.0,22,6.75,1.0,6,3,1,0.0,0,0,0.0,1,44,1.0,0.0
1.0,280,2.5,2.0,6,4,57,1.0,1,12,1.0,1,132,2511.0,1.0
1.0,323,8.5,2.0,9,6,100,1.0,1,3,0.0,1,0,1.0,1.0
1.0,0,4.0,1.0,8,3,42,1.0,1,2,1.0,1,37,1001.0,1.0
1.0,35,9.5,2.0,10,3,25,1.0,0,0,1.0,1,17,401.0,1.0
0.0,62,11.665,2.0,3,6,2,0.0,0,0,0.0,1,106,6.0,0.0
1.0,17,10.0,2.0,8,6,4,0.0,1,1,0.0,1,37,2.0,0.0
1.0,196,2.5,1.0,8,3,64,0.0,0,0,0.0,0,68,1.0,0.0
1.0,137,3.5,2.0,8,3,72,1.0,1,3,1.0,1,107,1.0,0.0
1.0,56,0.75,1.0,11,5,19,0.0,0,0,1.0,1,42,3.0,0.0
1.0,23,10.25,2.0,7,6,27,0.0,0,0,0.0,1,106,14.0,0.0
1.0,126,3.0,2.0,8,3,19,0.0,0,0,1.0,1,101,68.0,0.0
0.0,271,10.5,2.0,10,3,84,1.0,1,7,1.0,1,0,1.0,1.0
1.0,72,11.5,2.0,2,3,10,0.0,0,0,0.0,1,0,1.0,0.0
0.0,162,3.5,2.0,1,3,64,1.0,0,0,1.0,1,101,1.0,0.0
0.0,46,7.5,2.0,3,3,36,1.0,1,1,0.0,1,52,235.0,1.0
0.0,54,2.335,2.0,2,4,13,1.0,1,4,0.0,0,23,1.0,1.0
1.0,113,4.25,2.0,12,3,78,1.0,1,1,1.0,1,37,1.0,1.0
0.0,120,1.665,2.0,0,0,0,0.0,0,0,0.0,1,110,2.0,0.0
1.0,253,1.04,2.0,8,3,84,1.0,1,6,1.0,1,151,10001.0,1.0
0.0,24,10.0,2.0,8,3,25,0.0,1,1,0.0,1,37,2.0,0.0
0.0,132,1.0,2.0,10,3,25,1.0,1,2,1.0,1,55,501.0,0.0
0.0,57,6.0,2.0,5,3,57,1.0,1,3,0.0,1,23,919.0,1.0
1.0,61,11.0,2.0,13,3,7,1.0,1,6,0.0,1,38,1.0,1.0
1.0,62,0.5,2.0,7,3,3,0.0,0,0,0.0,1,116,1.0,0.0
1.0,174,9.0,1.0,8,6,89,1.0,0,0,1.0,1,50,1.0,1.0
0.0,270,1.0,2.0,10,3,3,0.0,0,0,1.0,1,92,1.0,0.0
0.0,82,0.585,1.0,0,0,3,0.0,0,0,0.0,1,37,88.0,0.0
0.0,20,0.54,2.0,7,3,42,0.0,1,1,1.0,1,23,6.0,0.0
1.0,178,2.5,1.0,8,3,100,0.0,0,0,1.0,1,97,1.0,0.0
0.0,71,0.335,2.0,10,3,19,0.0,0,0,0.0,0,52,1.0,0.0
1.0,194,1.08,2.0,6,3,28,0.0,0,0,0.0,0,6,1.0,0.0
1.0,142,1.415,2.0,8,6,19,1.0,1,1,0.0,1,85,101.0,1.0
1.0,166,2.5,2.0,5,3,103,1.0,0,0,1.0,1,156,1.0,0.0
0.0,48,1.835,2.0,10,3,48,1.0,1,5,0.0,1,76,2504.0,1.0
1.0,185,2.75,2.0,2,4,0,0.0,0,0,0.0,1,62,1.0,0.0
1.0,64,0.83,2.0,7,6,50,0.0,0,0,1.0,1,39,1.0,1.0
0.0,201,12.0,2.0,10,6,123,1.0,1,8,0.0,1,0,6591.0,1.0
1.0,167,4.46,2.0,12,6,96,1.0,1,3,0.0,1,104,301.0,1.0
0.0,71,0.79,2.0,2,3,2,0.0,0,0,0.0,1,46,1.0,0.0
1.0,113,14.585,2.0,2,4,0,0.0,0,0,1.0,1,61,1.0,0.0
1.0,263,2.0,2.0,6,3,42,1.0,1,2,1.0,1,0,16.0,1.0
1.0,148,1.085,1.0,7,3,1,0.0,0,0,0.0,1,57,180.0,0.0
1.0,219,7.0,2.0,10,6,117,1.0,1,7,1.0,1,101,6.0,0.0
1.0,12,0.085,1.0,7,3,1,0.0,0,0,0.0,1,44,723.0,0.0
1.0,291,2.29,2.0,0,0,7,0.0,0,0,0.0,1,68,4.0,0.0
1.0,74,0.17,2.0,6,3,2,0.0,0,0,0.0,0,0,1.0,0.0
0.0,196,1.25,1.0,2,6,13,0.0,0,0,1.0,1,52,1.0,0.0
1.0,265,11.0,1.0,1,3,36,1.0,0,0,0.0,0,0,1.0,0.0
1.0,330,2.75,2.0,8,3,42,1.0,1,5,1.0,1,17,59.0,1.0
1.0,100,0.375,2.0,6,3,6,1.0,1,3,0.0,1,91,15109.0,1.0
0.0,249,1.04,2.0,5,3,17,0.0,0,0,0.0,1,85,238.0,0.0
1.0,293,19.0,2.0,0,0,0,1.0,1,1,0.0,1,28,1.0,0.0
0.0,186,1.585,1.0,0,0,0,1.0,0,0,0.0,1,106,1.0,0.0
1.0,34,4.0,1.0,2,3,25,0.0,0,0,1.0,1,116,1001.0,0.0
0.0,89,2.415,1.0,7,3,0,0.0,0,0,0.0,1,37,1.0,0.0
1.0,79,1.5,2.0,7,6,34,1.0,0,0,0.0,1,136,201.0,1.0
1.0,343,9.0,2.0,0,0,75,0.0,1,1,0.0,1,19,7.0,0.0
1.0,280,0.29,2.0,7,4,125,1.0,1,19,0.0,1,0,15001.0,1.0
0.0,181,2.5,1.0,7,3,57,0.0,0,0,1.0,1,0,3.0,0.0
1.0,262,3.0,2.0,10,6,95,1.0,1,11,0.0,1,23,1.0,1.0
1.0,75,0.625,1.0,5,3,3,1.0,0,0,0.0,1,62,2.0,0.0
1.0,195,2.5,2.0,12,4,13,0.0,0,0,0.0,1,111,1.0,0.0
1.0,319,18.5,2.0,1,4,125,1.0,1,17,1.0,1,0,1.0,1.0
0.0,264,6.665,2.0,10,3,101,1.0,1,3,1.0,1,0,1.0,1.0
0.0,266,0.0,2.0,7,3,57,1.0,0,0,0.0,1,0,1.0,1.0
1.0,190,1.75,2.0,8,4,6,1.0,0,0,1.0,1,53,1.0,0.0
0.0,268,4.585,2.0,3,6,25,0.0,0,0,1.0,0,85,1.0,0.0
1.0,153,2.71,1.0,6,3,3,0.0,0,0,1.0,0,23,1.0,0.0
1.0,123,0.75,2.0,10,6,4,0.0,0,0,1.0,1,76,252.0,0.0
1.0,36,7.25,2.0,6,3,1,0.0,1,1,0.0,1,31,2.0,0.0
0.0,246,1.0,2.0,2,4,51,1.0,0,0,1.0,1,0,301.0,1.0
0.0,81,1.5,2.0,8,3,23,0.0,0,0,1.0,1,52,1.0,0.0
1.0,164,0.83,2.0,13,3,32,1.0,1,8,1.0,1,102,3291.0,1.0
0.0,19,11.0,2.0,13,6,25,1.0,1,11,0.0,1,0,3001.0,1.0
0.0,180,2.25,1.0,12,3,72,0.0,0,0,1.0,1,68,142.0,0.0
0.0,306,7.0,2.0,5,6,64,0.0,0,0,0.0,1,0,1.0,0.0
0.0,99,1.125,2.0,10,3,31,1.0,1,2,0.0,1,68,1.0,0.0
1.0,241,1.5,2.0,2,4,0,0.0,0,0,0.0,0,101,1.0,0.0
1.0,84,0.585,1.0,12,6,3,0.0,0,0,0.0,1,85,2.0,0.0
1.0,316,12.5,2.0,3,6,107,1.0,0,0,1.0,1,5,2029.0,1.0
0.0,132,3.04,1.0,13,6,58,1.0,1,1,0.0,1,19,1.0,1.0
1.0,169,4.0,2.0,6,3,57,1.0,0,0,1.0,1,116,1.0,1.0
1.0,53,0.875,1.0,7,6,6,0.0,0,0,0.0,1,97,205.0,0.0
1.0,189,9.17,2.0,7,3,80,1.0,1,12,1.0,1,0,222.0,1.0
1.0,262,25.21,2.0,10,6,5,1.0,1,1,0.0,1,165,91.0,0.0
0.0,221,6.0,2.0,3,3,25,1.0,0,0,1.0,1,0,1.0,1.0
1.0,216,2.04,2.0,8,3,1,1.0,0,0,1.0,1,130,5801.0,1.0
1.0,144,2.04,1.0,13,6,1,0.0,0,0,0.0,1,39,2.0,0.0
1.0,215,2.665,2.0,12,3,4,0.0,0,0,1.0,1,0,502.0,0.0
1.0,160,19.5,2.0,7,3,100,1.0,1,16,0.0,1,0,5001.0,1.0
1.0,205,2.54,2.0,0,0,0,0.0,0,0,0.0,1,0,1001.0,0.0
1.0,47,2.415,2.0,7,3,46,1.0,1,11,1.0,1,68,3001.0,1.0
1.0,276,5.835,2.0,8,3,92,0.0,0,0,0.0,1,146,151.0,0.0
1.0,63,7.835,1.0,2,4,4,0.0,0,0,1.0,1,64,1.0,0.0
1.0,47,10.0,1.0,7,3,57,1.0,0,0,0.0,0,10,1.0,1.0
1.0,197,2.5,2.0,8,3,0,1.0,0,0,1.0,1,84,201.0,1.0
1.0,85,0.875,2.0,6,3,2,0.0,1,4,0.0,1,89,1951.0,0.0
1.0,215,6.5,2.0,6,6,77,1.0,1,12,1.0,1,27,1.0,1.0
0.0,49,9.54,2.0,2,3,1,0.0,0,0,0.0,1,68,1001.0,0.0
1.0,212,3.25,2.0,10,6,112,1.0,0,0,1.0,1,32,640.0,1.0
1.0,70,10.04,2.0,13,3,1,1.0,1,9,0.0,1,17,397.0,1.0
0.0,116,13.5,2.0,10,6,84,1.0,1,2,0.0,1,0,5001.0,1.0
0.0,274,0.46,2.0,12,6,10,1.0,1,11,1.0,1,140,7.0,1.0
0.0,303,0.0,1.0,0,0,0,0.0,0,0,0.0,1,0,1.0,0.0
1.0,230,2.5,1.0,2,6,114,0.0,0,0,1.0,0,68,1.0,0.0
1.0,230,1.625,2.0,7,3,36,1.0,1,10,0.0,1,65,4701.0,1.0
0.0,123,2.04,2.0,8,3,6,0.0,0,0,1.0,1,62,51.0,0.0
1.0,34,9.5,2.0,8,3,36,1.0,0,0,0.0,1,37,2207.0,1.0
1.0,234,4.25,2.0,7,4,98,1.0,1,16,0.0,1,36,1211.0,1.0
1.0,209,0.75,1.0,1,3,15,0.0,0,0,0.0,1,85,4.0,0.0
1.0,108,0.25,2.0,2,4,0,1.0,0,0,1.0,1,0,1.0,1.0
1.0,233,1.71,1.0,6,3,4,0.0,0,0,0.0,0,130,1.0,0.0
1.0,251,0.42,2.0,7,6,5,1.0,1,6,0.0,1,76,949.0,1.0
1.0,55,7.5,2.0,5,3,34,1.0,1,1,0.0,1,23,9801.0,1.0
0.0,42,1.25,2.0,7,3,0,0.0,0,0,0.0,1,0,1.0,0.0
0.0,122,3.0,2.0,6,3,63,0.0,1,1,1.0,1,97,11.0,0.0
1.0,58,0.79,1.0,12,3,17,0.0,0,0,0.0,1,52,1.0,0.0
1.0,129,5.125,2.0,13,3,83,1.0,1,2,0.0,1,135,8.0,1.0
1.0,116,2.25,2.0,2,4,13,0.0,0,0,1.0,1,161,4001.0,0.0
0.0,26,9.25,2.0,10,3,29,1.0,1,4,0.0,1,17,541.0,1.0
0.0,78,5.875,2.0,10,3,69,1.0,1,10,0.0,1,37,246.0,1.0
1.0,82,1.79,2.0,7,3,14,0.0,0,0,1.0,1,43,2.0,0.0
1.0,130,5.0,2.0,8,3,116,1.0,0,0,1.0,1,19,1.0,1.0
1.0,102,2.21,1.0,5,3,75,1.0,0,0,0.0,1,66,1.0,0.0
0.0,133,1.665,2.0,10,3,55,1.0,0,0,1.0,1,140,1.0,0.0
1.0,74,3.165,1.0,7,3,4,0.0,0,0,0.0,1,52,1059.0,0.0
0.0,89,1.04,1.0,0,0,13,1.0,1,3,0.0,1,62,148.0,0.0
1.0,91,0.54,2.0,6,3,25,0.0,0,0,1.0,1,37,2.0,0.0
1.0,168,1.75,1.0,9,6,1,1.0,0,0,1.0,1,126,1.0,1.0
1.0,283,3.75,2.0,2,4,25,0.0,0,0,0.0,1,31,3.0,0.0
0.0,131,3.5,2.0,8,3,22,1.0,0,0,0.0,0,97,1.0,1.0
1.0,99,0.54,2.0,8,3,4,0.0,1,1,0.0,1,94,445.0,0.0
1.0,28,10.29,2.0,0,0,10,0.0,0,0,0.0,1,23,1.0,0.0
1.0,59,1.165,1.0,3,3,57,1.0,1,1,0.0,1,62,21.0,0.0
1.0,90,1.25,2.0,7,3,6,0.0,0,0,0.0,1,34,1.0,0.0
1.0,9,4.085,2.0,2,6,10,0.0,0,0,1.0,1,37,1.0,0.0
1.0,114,2.0,2.0,1,3,19,0.0,0,0,1.0,1,23,1.0,0.0
1.0,284,3.5,2.0,5,3,72,1.0,0,0,0.0,0,81,1.0,1.0
1.0,81,2.75,2.0,0,0,80,0.0,0,0,0.0,1,52,26.0,0.0
0.0,244,2.04,1.0,10,6,3,1.0,1,20,1.0,1,144,1237.0,1.0
1.0,199,25.125,2.0,13,6,39,1.0,1,1,1.0,1,153,501.0,1.0
1.0,83,12.0,2.0,7,3,48,0.0,0,0,0.0,0,23,1.0,0.0
1.0,29,5.0,2.0,10,3,9,1.0,1,2,0.0,1,0,39.0,0.0
1.0,150,0.5,2.0,1,6,2,0.0,0,0,1.0,0,87,1.0,0.0
0.0,40,0.75,2.0,7,3,21,1.0,1,5,1.0,1,44,6.0,0.0
1.0,108,0.835,2.0,12,3,28,0.0,0,0,0.0,1,31,1.0,0.0
1.0,135,1.5,1.0,7,3,36,1.0,0,0,1.0,1,0,226.0,0.0
1.0,134,9.335,2.0,10,6,93,1.0,1,6,0.0,1,124,169.0,1.0
1.0,106,1.0,2.0,10,3,42,1.0,0,0,1.0,1,97,1.0,1.0
1.0,81,3.165,1.0,3,3,10,0.0,1,1,1.0,1,97,81.0,0.0
1.0,110,13.0,2.0,9,1,0,0.0,0,0,1.0,1,44,1111.0,0.0
1.0,310,6.75,2.0,7,6,60,1.0,1,11,1.0,1,0,285.0,1.0
1.0,162,0.375,2.0,1,3,23,1.0,0,0,1.0,0,167,1.0,0.0
0.0,97,12.5,2.0,1,3,25,0.0,0,0,1.0,1,62,1063.0,0.0
1.0,180,3.165,1.0,13,3,68,1.0,1,3,1.0,1,123,1.0,1.0
1.0,234,1.625,2.0,7,3,36,0.0,0,0,0.0,1,0,317.0,0.0
0.0,18,0.0,1.0,4,0,0,0.0,0,0,0.0,1,24,1.0,0.0
1.0,84,0.665,2.0,7,3,4,0.0,0,0,0.0,1,31,1.0,1.0
1.0,113,2.71,1.0,12,3,89,1.0,1,1,0.0,1,73,1.0,1.0
0.0,69,0.415,2.0,2,3,8,0.0,0,0,1.0,0,46,1.0,0.0
1.0,237,0.54,1.0,5,3,13,1.0,1,3,0.0,1,68,1001.0,1.0
0.0,107,8.665,2.0,5,3,34,1.0,0,0,0.0,1,52,151.0,1.0
1.0,41,0.0,2.0,1,3,13,0.0,0,0,0.0,1,46,1.0,0.0
1.0,162,4.0,1.0,2,3,2,0.0,0,0,1.0,1,133,1.0,0.0
1.0,114,4.5,1.0,7,4,57,0.0,0,0,0.0,1,68,1211.0,0.0
0.0,93,1.25,2.0,0,0,0,1.0,0,0,0.0,1,23,1.0,0.0
0.0,171,1.5,2.0,7,3,6,0.0,0,0,1.0,1,121,123.0,0.0
1.0,18,4.46,2.0,7,3,6,0.0,0,0,0.0,0,23,1.0,0.0
0.0,219,5.5,2.0,10,3,3,1.0,0,0,1.0,1,80,1.0,1.0
1.0,71,2.54,1.0,7,6,59,1.0,0,0,0.0,1,0,1.0,1.0
0.0,20,10.21,2.0,0,0,0,0.0,0,0,0.0,1,0,51.0,0.0
1.0,88,12.335,2.0,10,6,38,1.0,0,0,1.0,1,37,1.0,1.0
0.0,103,0.5,2.0,7,6,23,1.0,0,0,1.0,1,150,1.0,1.0
1.0,108,12.5,1.0,3,6,30,0.0,0,0,1.0,1,0,18.0,0.0
0.0,72,6.165,2.0,5,3,4,0.0,0,0,0.0,1,76,1001.0,0.0
1.0,75,0.75,2.0,6,3,13,1.0,0,0,1.0,0,106,1.0,0.0
1.0,102,0.29,1.0,7,3,36,0.0,0,0,1.0,1,52,1.0,0.0
1.0,288,0.205,1.0,3,3,6,1.0,1,11,0.0,1,123,2733.0,1.0
1.0,53,0.0,2.0,7,3,13,0.0,0,0,1.0,0,0,1.0,0.0
1.0,200,16.5,1.0,7,3,75,1.0,0,0,0.0,1,23,1.0,0.0
0.0,74,11.585,2.0,12,3,1,1.0,0,0,0.0,1,23,1350.0,1.0
0.0,284,1.335,2.0,2,5,8,0.0,0,0,0.0,1,0,121.0,0.0
1.0,259,0.29,1.0,12,6,42,1.0,1,8,0.0,1,31,376.0,1.0
1.0,162,10.5,2.0,13,3,98,1.0,0,0,0.0,1,0,1.0,1.0
1.0,48,0.415,2.0,7,3,3,0.0,0,0,0.0,1,0,45.0,0.0
0.0,31,9.54,2.0,5,3,2,1.0,0,0,0.0,1,31,1.0,1.0
0.0,121,14.5,2.0,13,6,66,1.0,1,1,0.0,1,37,12.0,1.0
1.0,244,0.04,2.0,9,3,1,0.0,1,1,0.0,0,158,1.0,1.0
